START_DAY,END_DAY,COST,MAKE,MODEL
254,741,72012,Ford,Flex
658,969,19783,Buick,Cascada
180,643,42283,Chevrolet,Bolt
102,717,118338,Hyundai,Sonata
221,458,23473,Honda,Pilot
768,823,11669,Cadillac,CTS
145,726,102380,BMW,5 Series
284,1003,86784,BMW,X Series
25,352,39845,Chevrolet,Bolt
133,746,93206,Mercedes,C-Class
0,963,108670,Chevrolet,Spark
63,254,30481,Subaru,Outback
874,1011,25184,Mercedes,GLS
86,939,86106,Lexus,RC
421,496,13656,Chevrolet,Corvette
390,415,5236,Mazda,CX-5
451,706,30139,Mercedes,GLS
69,102,3540,Lexus,RX
326,723,77131,Lexus,RC
67,152,15969,Toyota,Tundra
415,570,11175,Toyota,Highlander
194,943,127320,Infinity,QX80
159,602,85058,Chevrolet,Equinox
468,761,64780,Dodge,Journey
580,619,11210,Toyota,RAV4
224,819,59522,Infinity,QX60
745,790,11223,Chevrolet,Monte Carlo
512,911,50439,Chevrolet,Traverse
622,761,23193,Cadillac,XT5
591,728,34005,Infinity,QX70
195,270,5998,BMW,3 Series
341,448,8113,BMW,2 Series
431,758,42868,Ford,Flex
438,645,47078,Subaru,Crosstrek
17,434,74389,Subaru,Legacy
703,1000,36820,Jeep,Renegade
61,942,71789,Lexus,RC
45,324,47958,Ford,Escape
90,273,28331,Mercedes,GLE
11,1004,98726,Honda,Clarity
753,898,24253,Mitsubishi,Outlander
264,561,29456,Toyota,Corolla
271,894,68491,Chevrolet,Corvette
110,289,15356,BMW,5 Series
232,591,19837,Ford,Super Duty
385,744,44707,Toyota,Sequoia
561,698,10483,Chevrolet,Monte Carlo
40,323,66340,Hyundai,Tucson
504,665,35455,Lexus,RC
35,960,91299,Mitsubishi,Mirage
875,930,9956,Chevrolet,Tahoe
536,827,14730,Toyota,Tundra
50,371,51431,Kia,K900
594,965,24608,Subaru,Forester
469,922,92787,Toyota,Highlander
362,883,46227,Jeep,Grand Cherokee
157,196,3826,Hyundai,Santa Fe
97,330,43570,Chevrolet,Corvette
1003,1006,564,Lincoln,Continental
430,445,3291,Hyundai,Azera
326,763,48813,Honda,Clarity
788,929,24815,Chevrolet,Bolt
611,650,8302,Chevrolet,Express
479,928,42769,Toyota,Tacoma
845,892,11894,BMW,7 Series
209,288,18229,Mercedes,GLS
261,692,60914,GMC,Terrain
401,768,71995,Lexus,LS
644,967,36456,Mitsubishi,Eclipse
759,776,3878,Buick,Encore
733,850,15996,Subaru,Legacy
218,239,3035,Kia,Sorento
786,887,6242,Mazda,CX-5
307,516,43353,Kia,Optima
109,884,62143,Ford,Explorer
925,956,4275,Jeep,Renegade
15,318,61703,Mazda,CX-5
563,704,23371,BMW,5 Series
257,932,61092,Buick,Regal
59,324,49834,Lincoln,Continental
130,667,73693,Cadillac,XTS
871,922,14721,GMC,Savana
192,657,24082,Mercedes,C-Class
169,176,1479,Chevrolet,Impala
447,566,22193,Mazda,CX-9
937,970,3572,Ford,Flex
422,991,58350,Kia,Soul
11,614,45950,Lexus,RX
241,518,41680,Honda,Fit
77,164,8581,Mercedes,S-Class
57,404,27668,Jeep,Compass
269,822,94058,Toyota,Avalon
133,334,35530,Ford,F250
81,950,117063,Mercedes,GLE
497,590,13495,Ford,F250
148,933,90045,BMW,2 Series
442,621,12579,Lexus,GX
423,948,76132,BMW,5 Series
124,959,66766,Chevrolet,Spark
354,599,31060,Mazda,CX-5
357,530,28352,Mercedes,GLS
680,957,56531,Kia,Rio
119,186,15166,Mercedes,GLE
211,478,57816,Hyundai,Santa Fe
304,745,35642,Toyota,Tacoma
36,163,21800,Infinity,QX80
792,1005,21757,Infinity,QX30
409,754,32418,Toyota,RAV4
842,1009,20400,Toyota,Tacoma
114,861,109143,Kia,Sorento
744,1007,21777,Hyundai,Azera
248,651,41758,Ford,GT
848,905,12856,Jeep,Grand Cherokee
714,823,27142,Kia,Niro
288,641,70994,Honda,Accord
231,734,32255,Toyota,Sequoia
12,483,68910,Hyundai,Sonata
17,424,53810,Infinity,QX50
70,997,109093,Hyundai,Santa Fe
97,902,140223,Chevrolet,Cruze
16,383,21087,Buick,Encore
690,697,1661,Ford,Ecosport
40,409,65949,Dodge,Demon
325,790,41334,Subaru,Crosstrek
482,955,56383,Toyota,Camry
318,953,38554,Cadillac,XTS
496,837,29560,Chevrolet,Malibu
245,790,72795,Hyundai,Genesis G80
192,275,14096,BMW,Z4
237,380,35250,Hyundai,Genesis G80
429,906,58179,Toyota,Camry
387,568,19141,Toyota,Corolla
117,794,113302,Chevrolet,Impala
13,982,110784,Honda,Fit
465,770,45946,Toyota,Tacoma
373,1018,83071,Chevrolet,Traverse
134,507,72606,Infinity,QX80
399,500,25061,Jeep,Wrangler
402,671,55146,Lincoln,MKC
502,935,99705,Chrysler,Pacifica
144,183,9871,Ford,Escape
662,831,34578,Hyundai,Azera
300,529,28882,Dodge,Journey
60,129,14336,BMW,Z4
173,668,97594,Mercedes,GLA
27,298,53142,Kia,Optima
80,147,17239,Honda,Fit
109,754,81745,Jeep,Wrangler JK
946,975,3317,Subaru,Crosstrek
346,353,684,Lexus,RC
311,944,55981,Ford,Flex
131,940,97886,Ford,Expedition
26,485,32052,Lincoln,MKC
183,918,50421,Chevrolet,Spark
738,1005,22987,Buick,Enclave
54,993,125085,Jeep,Wrangler
423,700,27547,Lincoln,MKZ
631,776,24387,Lexus,LX
428,931,44777,Ford,Ranger
45,720,104534,Mazda,CX-9
374,1021,91619,Ford,Flex
734,849,26593,Kia,K900
565,652,20660,Buick,Lacrosse
734,903,16281,Subaru,Crosstrek
678,799,31993,Infinity,QX80
126,171,10695,BMW,5 Series
884,945,14560,Ford,Ecosport
184,457,52291,Lexus,LX
719,736,3355,Jeep,Grand Cherokee
342,971,78883,Toyota,RAV4
693,852,10413,BMW,3 Series
428,621,30767,Kia,Sportage
160,955,114789,Toyota,Sienna
217,564,50437,Chevrolet,Volt
739,914,34090,Mazda,CX-3
77,830,41901,Honda,Ridgeline
308,641,38761,Ford,Super Duty
524,681,29573,Lincoln,Navigator
126,909,66259,Chevrolet,Malibu
355,576,49486,Mitsubishi,Lancer
56,549,86095,Subaru,Crosstrek
100,801,62704,BMW,5 Series
57,996,42712,Hyundai,Accent
895,950,13381,Mercedes,Maybach
129,990,66870,Toyota,RAV4
140,837,62992,Ford,Escape
257,734,39884,Cadillac,CT6
8,293,17420,Hyundai,Azera
44,651,64492,Ford,Super Duty
270,581,54865,Mitsubishi,Eclipse
4,165,31598,Mercedes,C-Class
696,819,11099,Chevrolet,Malibu
517,746,18103,Kia,Stinger
158,725,39363,Ford,F150
115,600,38495,Mitsubishi,Lancer
594,771,33473,Toyota,Camry
461,956,37912,Honda,Clarity
106,327,51654,Ford,F250
197,998,98520,Ford,Taurus
504,785,42428,Kia,Forte
207,986,117777,BMW,Z4
740,1019,43620,Cadillac,XT5
517,622,18330,Ford,Mustang
307,828,71089,Cadillac,Escalade
533,842,16006,Cadillac,CTS
507,1022,49729,Mazda,Miata
108,313,41508,Toyota,Camry
59,642,64641,Lexus,NX
209,924,86096,Infinity,QX70
529,752,15302,Mercedes,E-Class
750,787,6794,Subaru,Legacy
127,440,38980,Chevrolet,Spark
38,885,134110,Subaru,Crosstrek
302,497,38639,Jeep,Wrangler
309,796,97996,Chevrolet,Express
284,299,3529,Ford,Edge
53,104,5172,Subaru,Outback
218,729,104696,Mitsubishi,Outlander
77,728,66610,Dodge,Ram
438,629,39660,Mercedes,Roadster
232,811,95521,Lexus,GS
637,880,34481,Jeep,Compass
577,1004,46641,Lexus,RC
553,658,19824,Ford,Escape
108,635,92760,Cadillac,CT6
447,506,6934,Mitsubishi,Eclipse
662,999,42796,Hyundai,Tucson
626,995,69579,Honda,Fit
520,919,69394,Chevrolet,Spark
880,1015,19798,BMW,M Series
174,349,34571,Mercedes,S-Class
572,705,12064,Honda,Pilot
103,746,93959,Subaru,Crosstrek
136,919,126231,Infinity,Q50
547,844,38598,Lexus,IS
49,810,101384,Lexus,ES
299,918,117912,Ford,Super Duty
513,952,61392,Ford,Super Duty
142,273,15083,Buick,Lacrosse
195,218,2593,Mazda,CX-3
566,643,16081,Subaru,WRX
309,358,12484,Ford,F250
752,959,46892,Mercedes,GLC
417,1012,92870,Lexus,GX
399,506,20282,Jeep,Grand Cherokee
200,945,92903,BMW,4 Series
98,549,38686,Jeep,Compass
346,499,16989,Ford,Fiesta
65,862,47711,Mazda,CX-5
661,944,55852,Toyota,Tundra
21,516,73571,Mitsubishi,Eclipse
649,890,24454,Hyundai,Santa Fe
103,426,54412,Subaru,Impreza
613,1022,46153,GMC,Yukon
111,562,91438,Cadillac,ATS
482,543,10890,Buick,Cascada
6,139,23505,Kia,Rio
106,195,4853,BMW,4 Series
213,384,45293,Hyundai,Sonata
95,610,65920,Cadillac,CT6
558,709,31750,Kia,Sedona
198,393,16056,Lexus,NX
430,967,107765,Chevrolet,Silverado
348,487,12828,BMW,M Series
372,581,46543,Toyota,RAV4
149,454,41273,Subaru,Impreza
862,951,21113,Dodge,Challenger
279,526,49524,Chevrolet,Cruze
3,250,50393,Ford,Super Duty
272,917,95885,Ford,Focus
445,1002,31225,Ford,Taurus
769,802,4351,Toyota,Sequoia
414,755,65372,Honda,Clarity
24,79,15415,Honda,Clarity
557,966,56627,Infinity,QX30
367,488,30740,Jeep,Wrangler JK
325,958,38050,Subaru,WRX
558,693,30895,Lexus,LC
105,674,46845,Toyota,Sequoia
206,921,52123,Ford,Super Duty
269,426,41025,Infinity,QX60
263,498,50969,Kia,Sorento
808,1003,34581,Mitsubishi,Mirage
386,869,94118,Infinity,QX60
824,945,32562,Jeep,Renegade
695,1004,46441,Mercedes,Roadster
539,586,11894,Dodge,Demon
553,960,47614,Ford,Flex
101,608,61420,Ford,Fiesta
127,616,98272,Jeep,Compass
35,178,17292,Ford,Transit
392,985,60667,Cadillac,XT5
188,557,17546,Buick,Encore
331,348,3844,Toyota,Camry
587,1004,77046,Lexus,RX
471,866,40809,Toyota,Camry
768,889,17534,GMC,Yukon
246,273,6395,Chevrolet,Cruze
859,1014,30517,Kia,Rio
36,701,124842,Ford,Flex
24,785,122905,GMC,Sierra
474,501,4397,Ford,Fiesta
157,614,41893,Mazda,CX-3
797,926,12330,Mercedes,GLS
374,467,21041,Mitsubishi,Eclipse
502,587,7985,Infinity,QX30
330,947,90535,Dodge,Ram
438,621,11999,Hyundai,Kona
425,942,53722,Mercedes,S-Class
435,1022,118926,Subaru,Crosstrek
532,819,27393,Ford,GT
200,785,96535,Hyundai,Accent
58,991,85845,GMC,Yukon
543,782,25545,Chevrolet,Silverado
593,666,18726,Chevrolet,Tahoe
363,822,75856,GMC,Sierra
397,1022,42124,GMC,Yukon
160,733,95330,Mercedes,GLA
107,678,87302,GMC,Terrain
460,861,68367,Ford,Ecosport
173,352,15519,BMW,3 Series
